,Table,Catalogue,Data Item Description,Series Type,Series ID,Freq.,Series Start,Series End,No. Obs.,Unit,Data Type,Collection Month
64366,"Table 6. Labour force status by Sex, Queensland - Trend, Seasonally adjusted and Original","6202.0 Labour Force, Australia",Labour force total ;  > Females ;,Trend,A84424065K,Month,1978-02-01,2024-02-01,553,000,STOCK,1
84447,Table 6. Livestock slaughtered - lambs: all series ('000),"7215.0 Livestock Products, Australia",Number Slaughtered ;  LAMBS ;  Tasmania ;,Original,A117734789C,Quarter,1972-09-01,2023-12-01,206,000,FLOW,3
25315,"Table 60. Livestock, Value and number of Fixed Assets and Inventories - as at 30 June",5204.0 Australian System of National Accounts,Inventories - Poultry: Number ;,Original,A2423261J,Annual,1989-06-01,2023-06-01,35,000,DERIVED,6
41510,"Table 60. Number of non-residential building jobs approved, by value range, original - New South Wales","8731.0 Building Approvals, Australia",Number of building jobs valued $50 million and over ;  New South Wales ;  Religion buildings ;,Original,A118727074L,Month,2001-07-01,2024-02-01,272,Number,FLOW,1
40972,"Table 61. Number of non-residential building jobs approved, by value range, original - Victoria","8731.0 Building Approvals, Australia","Number of building jobs valued $50,000 to less than $250,000 ;  Victoria ;  Transport buildings ;",Original,A118705397W,Month,2001-07-01,2024-02-01,272,Number,FLOW,1
26463,"Table 61. Value of Land, by Land use by State/Territory - as at 30 June, Current prices",5204.0 Australian System of National Accounts,Commercial - South Australia ;,Original,A2423274V,Annual,1989-06-01,2023-06-01,35,$ Billions,DERIVED,6
40385,"Table 62. Number of non-residential building jobs approved, by value range, original - Queensland","8731.0 Building Approvals, Australia","Total number of building jobs valued $50,000 or more ;  Queensland ;  Agricultural and aquacultural buildings ;",Original,A118732396X,Month,2001-07-01,2024-02-01,272,Number,FLOW,1
24104,"Table 62. Value of Demonstrated Mineral and Energy Resources, by Commodity - as at 30 June",5204.0 Australian System of National Accounts,Petroleum - Condensate - Annual production: Production ;,Original,A2423443W,Annual,1989-06-01,2023-06-01,35,Gigalitres,DERIVED,6
25536,"Table 63. Net Capital Stock, by Industry by type of asset",5204.0 Australian System of National Accounts,Retail trade ;  Net capital stock: Current prices ;,Original,A3347811J,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
40068,"Table 63. Number of non-residential building jobs approved, by value range, original - South Australia","8731.0 Building Approvals, Australia","Total number of building jobs valued $50,000 or more ;  South Australia ;  Other non-residential n.e.c. ;",Original,A118722964X,Month,2001-07-01,2024-02-01,272,Number,FLOW,1
25047,"Table 64. Gross Fixed Capital Formation, by Industry by type of asset",5204.0 Australian System of National Accounts,"Agriculture, forestry and fishing ;  Gross fixed capital formation: Current prices ;",Original,A3348008R,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
39461,"Table 64. Number of non-residential building jobs approved, by value range, original - Western Australia","8731.0 Building Approvals, Australia","Total number of building jobs valued $50,000 or more ;  Western Australia ;  Entertainment and recreation buildings ;",Original,A118710436W,Month,2001-07-01,2024-02-01,272,Number,FLOW,1
26065,"Table 65. Consumption of Fixed Capital, by Industry by type of asset",5204.0 Australian System of National Accounts,ALL INDUSTRIES ;  Consumption of fixed capital: Current prices ;,Original,A2421073L,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
38742,"Table 65. Number of non-residential building jobs approved, by value range, original - Tasmania","8731.0 Building Approvals, Australia","Number of building jobs valued $250,000 to less than $1 million ;  Tasmania ;  Retail and wholesale trade buildings ;",Original,A118708494C,Month,2001-07-01,2024-02-01,272,Number,FLOW,1
27673,"Table 66. Machinery and Equipment Net Capital Stock, by Industry",5204.0 Australian System of National Accounts,Other services ;  Computers and peripherals: Current prices ;,Original,A3347548K,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
42421,"Table 66. Number of non-residential building jobs approved, by value range, original - Northern Territory","8731.0 Building Approvals, Australia","Number of building jobs valued $50,000 to less than $250,000 ;  Northern Territory ;  Short term accommodation buildings ;",Original,A118716341R,Month,2001-07-01,2024-02-01,272,Number,FLOW,1
26183,"Table 67. Machinery and Equipment Gross Fixed Capital Formation, by Industry",5204.0 Australian System of National Accounts,Health care and social assistance ;  Other machinery and equipment: Chain volume measures ;,Original,A3346755J,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
41775,"Table 67. Number of non-residential building jobs approved, by value range, original - Australian Capital Territory","8731.0 Building Approvals, Australia","Number of building jobs valued $250,000 to less than $1 million ;  Australian Capital Territory ;  Aged care facilities ;",Original,A118700214C,Month,2001-07-01,2024-02-01,272,Number,FLOW,1
27756,"Table 68. Machinery and Equipment Consumption of Fixed Capital, by Industry",5204.0 Australian System of National Accounts,Construction ;  Industrial machinery and equipment: Chain volume measures ;,Original,A3348101J,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
39253,"Table 68. Number of non-residential building jobs approved, by value range, original - Australia","8731.0 Building Approvals, Australia","Number of building jobs valued $50,000 to less than $250,000 ;  Australia ;  Religion buildings ;",Original,A118697693F,Month,2001-07-01,2024-02-01,272,Number,FLOW,1
26535,"Table 69. Information Technology Net Capital Stock, Selected items by Industry",5204.0 Australian System of National Accounts,Administrative and support services ;  Computers and peripherals: Chain volume measures ;,Original,A3348434F,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
38898,"Table 69. Value of non-residential building approved, by value range, original - New South Wales","8731.0 Building Approvals, Australia",Total value of building jobs ;  New South Wales ;  Health buildings ;,Original,A118728388W,Month,2001-07-01,2024-02-01,272,$'000,FLOW,1
89325,"Table 6: Short-term Movement, Visitors Arriving - Intended Length of Stay and Main Reason for Journey: Original","3401.0 Overseas Arrivals and Departures, Australia",Number of movements ;  Short-term Visitors arriving ;  Other & not stated ;,Original,A85247881K,Month,1991-01-01,2024-01-01,397,Number,FLOW,1
96940,"Table 7. Actual Expenditure, by Type of Asset and Industry, Seasonally Adjusted - Chain Volume Measures $m","5625.0 Private New Capital Expenditure and Expected Expenditure, Australia","Actual Expenditure ;  Total (State) ;  Equipment, Plant and Machinery ;  Chain Volume Measures ;  Electricity, Gas, Water and Waste Services ;",Seasonally Adjusted,A3515923A,Quarter,1987-09-01,2023-12-01,146,$ Millions,FLOW,3
23769,"Table 7. Expenditure, Income and Industry Components of Gross State Product, Tasmania, Chain volume measures and current prices",5220.0 Australian National Accounts: State Accounts,Public ;  Gross fixed capital formation: Chain Volume Measures - Revisions to Percentage Changes ;,Original,A2334437J,Annual,1991-06-01,2022-06-01,32,Percent,DERIVED,6
84080,Table 7. Households; Housing finance; Owner occupiers; By detailed purpose; New loan commitments; Queensland; Numbers and values,5601.0 Lending Indicators,"Households ;  Housing Finance ;  Owner occupier ;  Alterations, additions and repairs ;  Queensland ;  New loan commitments ;  Value ;",Original,A108294222X,Month,2002-07-01,2024-02-01,260,$ Millions,FLOW,1
14967,"Table 7. Income from Gross Domestic Product (GDP), Current prices","5206.0 Australian National Accounts: National Income, Expenditure and Product",Compensation of employees - Wages and salaries: Percentage changes ;,Trend,A2303327T,Quarter,1983-12-01,2023-12-01,161,Percent,DERIVED,3
64072,"Table 7. Labour force status by Sex, South Australia - Trend, Seasonally adjusted and Original","6202.0 Labour Force, Australia",Employed total ;  > Males ;,Trend,A84423923A,Month,1978-02-01,2024-02-01,553,000,STOCK,1
84472,Table 7. Livestock slaughtered - pigs: all series ('000),"7215.0 Livestock Products, Australia",Number Slaughtered ;  PIGS ;  Tasmania ;,Seasonally Adjusted,A117734841A,Quarter,1972-09-01,2023-12-01,206,000,FLOW,3
26693,"Table 7. National Income Account, Current prices",5204.0 Australian System of National Accounts,Compensation of employees ;,Original,A2421040T,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
55606,"Table 7. Wholesale Trade (F) - Trend, Seasonally Adjusted and Original",6150.0.55.003 Labour Account Australia,Jobs; Labour Account secondary jobs ;  Australia ;  Wholesale trade (F) ;,Original,A85390881L,Quarter,1994-09-01,2023-12-01,118,000,STOCK,3
28212,"Table 70. Information Technology Gross Fixed Capital Formation, Selected items by Industry",5204.0 Australian System of National Accounts,Education and training ;  Intellectual property products - Computer software: Current prices ;,Original,A3347711X,Annual,1963-06-01,2023-06-01,61,$ Millions,DERIVED,6
42217,"Table 70. Value of non-residential building approved, by value range, original - Victoria","8731.0 Building Approvals, Australia",Total value of building jobs ;  Victoria ;  Offices ;,Original,A118705780L,Month,2001-07-01,2024-02-01,272,$'000,FLOW,1
24424,"Table 71. Information Technology Consumption of Fixed Capital, Selected items by Industry",5204.0 Australian System of National Accounts,Administrative and support services ;  Computer software: Current prices ;,Original,A3347460T,Annual,1963-06-01,2023-06-01,61,$ Millions,DERIVED,6
42019,"Table 71. Value of non-residential building approved, by value range, original - Queensland","8731.0 Building Approvals, Australia",Value of building jobs valued $50 million and over ;  Queensland ;  Other industrial buildings n.e.c. ;,Original,A118733146A,Month,2001-07-01,2024-02-01,272,$'000,FLOW,1
28104,Table 72. Unit Labour Costs,5204.0 Australian System of National Accounts,GDP per hour worked - Real - Non-farm: Percentage changes ;,Original,A2529349J,Annual,1987-06-01,2023-06-01,37,Percent,DERIVED,6
39715,"Table 72. Value of non-residential building approved, by value range, original - South Australia","8731.0 Building Approvals, Australia",Value of building jobs valued $20 million to less than $50 million ;  South Australia ;  Transport buildings ;,Original,A118722561F,Month,2001-07-01,2024-02-01,272,$'000,FLOW,1
38545,"Table 73. Value of non-residential building approved, by value range, original - Western Australia","8731.0 Building Approvals, Australia",Total value of building jobs ;  Western Australia ;  Health buildings ;,Original,A118711252W,Month,2001-07-01,2024-02-01,272,$'000,FLOW,1
40613,"Table 74. Value of non-residential building approved, by value range, original - Tasmania","8731.0 Building Approvals, Australia",Value of building jobs valued $1 million to less than $5 million ;  Tasmania ;  Other non-residential n.e.c. ;,Original,A118708303A,Month,2001-07-01,2024-02-01,272,$'000,FLOW,1
39953,"Table 75. Value of non-residential building approved, by value range, original - Northern Territory","8731.0 Building Approvals, Australia",Value of building jobs valued $1 million to less than $5 million ;  Northern Territory ;  Other non-residential n.e.c. ;,Original,A118715647L,Month,2001-07-01,2024-02-01,272,$'000,FLOW,1
41365,"Table 76. Value of non-residential building approved, by value range, original - Australian Capital Territory","8731.0 Building Approvals, Australia",Value of building jobs valued $50 million and over ;  Australian Capital Territory ;  Other non-residential n.e.c. ;,Original,A118700962K,Month,2001-07-01,2024-02-01,272,$'000,FLOW,1
41222,"Table 77. Value of non-residential building approved, by value range, original - Australia","8731.0 Building Approvals, Australia",Value of building jobs valued $50 million and over ;  Australia ;  Warehouses ;,Original,A118697866T,Month,2001-07-01,2024-02-01,272,$'000,FLOW,1
40809,"Table 78. Value of building approved, chain volume measures - Australia","8731.0 Building Approvals, Australia",Total value of building jobs ;  Chain Volume Measures ;  Total Sectors ;  Total Non-residential ;  Total Work ;,Seasonally Adjusted,A83805398X,Quarter,1978-03-01,2023-12-01,184,$ Millions,FLOW,3
39754,"Table 79. Value of building approved, chain volume measures, original - New South Wales","8731.0 Building Approvals, Australia",Total value of building jobs ;  Chain Volume Measures ;  New South Wales ;  Total Residential ;  New ;,Original,A83803500W,Quarter,1985-09-01,2023-12-01,154,$ Millions,FLOW,3
89242,"Table 7: Short-term Movement, Residents Returning - Selected Destinations: Trend","3401.0 Overseas Arrivals and Departures, Australia",Number of movements ;  New Zealand ;  Short-term Residents returning ;,Trend,A85377804L,Month,2007-07-01,2020-01-01,151,Number,FLOW,1
100415,"Table 7a. Hourly Rates of Pay Including Bonuses: Sector, Original (Financial Year Index Numbers for year ended June quarter)","6345.0 Wage Price Index, Australia",Financial Year Index ;  Total hourly rates of pay including bonuses ;  Australia ;  Public ;  All industries ;,Original,A2707664V,Annual,1998-06-01,2023-06-01,26,Index Numbers,INDEX,6
100122,"Table 7b. Hourly Rates of Pay Including Bonuses: Sector, Original (Quarterly Index Numbers)","6345.0 Wage Price Index, Australia",Percentage Change from Corresponding Quarter of Previous Year ;  Total hourly rates of pay including bonuses ;  Australia ;  Private and Public ;  All industries ;,Original,A2615581R,Quarter,1997-09-01,2023-12-01,106,Percent,PERCENT,3
